survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes
0,3,0.3088715757728072,0,0,7.775,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,2,0.2963056044232219,0,2,14.5,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,1,0.4596632319678311,1,1,52.5542,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True
0,2,0.6732847449107816,1,0,26.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.35913546117114853,1,1,10.4625,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0,1,0.7738125157074642,0,0,26.55,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,0.37170143252073384,1,0,16.1,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.5099271173661724,0,2,20.2125,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,3,0.35913546117114853,0,2,15.2458,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,1,,0,0,79.2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0.37170143252073384,0,0,86.5,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True
1,1,0.43453128926866047,0,0,512.3292,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,2,0.6230208595124404,0,1,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,3,0.032420206081930136,4,2,31.3875,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,1,0.648152802211611,1,1,79.65,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0,1,0.4973611460165871,0,0,0.0,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0,3,,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,2,0.4470972606182458,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.19577783362653933,4,1,39.6875,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.3088715757728072,1,0,7.775,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1,1,0.7235486303091229,0,1,153.4625,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
1,1,0.43453128926866047,0,0,135.6333,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,1,,0,0,31.0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.3088715757728072,0,0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1,2,0.5099271173661724,0,1,19.5,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,1,0.4596632319678311,0,1,29.7,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,3,,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,1,0.7863784870570495,1,0,77.9583,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
0,3,0.5601910027645137,0,0,7.75,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,,0,0,0.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.08268409148027142,4,1,29.125,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,3,0.43453128926866047,1,1,20.25,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,3,0.8115104297562201,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,3,0.3465694898215632,0,0,7.8542,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.19577783362653933,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.23347574767529528,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,1,,0,0,26.0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4093993465694898,0,0,8.6625,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,3,0.37170143252073384,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.2711736617240513,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.5224930887157577,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
1,3,0.2711736617240513,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,1,0.32143754712239253,0,0,78.85,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
1,1,0.23347574767529528,1,0,91.0792,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0,2,0.4470972606182458,0,0,12.875,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0.2963056044232219,0,0,8.85,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,0.2963056044232219,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,,0,0,27.7208,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.2900226187484292,0,0,7.2292,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,1,0.01985423473234481,1,2,151.55,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,,0,0,30.5,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
1,1,0.6230208595124404,0,1,247.5208,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1,3,,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,3,,2,0,23.25,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0,3,0.23347574767529528,0,0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,,0,0,12.35,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.0062829856747926615,1,2,151.55,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
1,1,,0,0,110.8833,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0.20834380497612465,1,0,108.9,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,2,0.37170143252073384,1,0,24.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0.37170143252073384,0,0,56.9292,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,1,0.2963056044232219,0,0,83.1583,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,1,0.22090977632570996,2,2,262.375,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0,2,0.32143754712239253,1,1,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.5350590600653431,1,1,26.25,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.32143754712239253,0,0,7.8542,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,2,0.2963056044232219,1,0,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,2,0.6732847449107816,0,0,14.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0.38426740387031916,0,2,164.8667,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
1,1,0.4973611460165871,1,1,134.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,3,0.2711736617240513,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.33400351847197784,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.37170143252073384,0,0,12.35,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
1,2,0.2711736617240513,1,1,29.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,8,2,69.55,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.4470972606182458,0,0,135.6333,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,3,0.7612465443578789,0,0,6.2375,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.4470972606182458,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True
1,3,0.38426740387031916,1,1,20.525,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,1,0.19577783362653933,0,1,57.9792,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1,3,,2,0,23.25,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,1,0.5664739884393063,0,0,28.5,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1,0.4722292033174164,0,1,153.4625,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,0.19577783362653933,2,0,18.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,,1,0,133.65,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.35913546117114853,1,0,66.6,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,0.5099271173661724,0,0,134.5,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,3,0.5601910027645137,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,1,0.5601910027645137,0,0,35.5,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.01985423473234481,1,1,26.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1,1,0.2963056044232219,3,2,263.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,2,0.3465694898215632,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.3088715757728072,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.4470972606182458,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.2963056044232219,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True
1,2,0.4973611460165871,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,3,,1,0,16.1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,3,0.032420206081930136,1,1,15.9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,3,0.5224930887157577,0,0,8.6625,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.2837396330736366,0,0,9.225,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,,0,0,35.0,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,0.18321186227695402,1,1,7.2292,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,3,0.3088715757728072,1,0,17.8,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.225,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,0.3465694898215632,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.2711736617240513,0,1,55.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True
0,2,0.4722292033174164,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
1,3,,0,0,7.8792,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,3,,0,0,7.8792,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,3,0.4973611460165871,1,4,27.9,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.35913546117114853,1,0,27.7208,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.5601910027645137,0,1,14.4542,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,3,0.43453128926866047,0,0,7.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,1,0,15.5,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,3,0.37170143252073384,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.7486805730082935,1,0,75.25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,3,,0,0,7.2292,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,3,,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,1,0.2963056044232219,0,0,69.3,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1,1,0.3088715757728072,1,0,55.4417,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,3,0.22090977632570996,1,0,6.4958,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.23347574767529528,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.2711736617240513,0,0,135.6333,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.032420206081930136,3,1,21.075,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,,1,0,82.1708,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,3,0.2711736617240513,0,0,7.25,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,1,0.33400351847197784,0,2,211.5,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,0.24604171902488062,0,0,4.0125,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,0.23347574767529528,0,0,7.775,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.5224930887157577,0,0,227.525,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,3,0.007288263382759489,0,2,15.7417,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0.39683337521990447,0,0,7.925,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.43453128926866047,1,0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.22090977632570996,0,0,73.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.007288263382759489,5,2,46.9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,2,0.4470972606182458,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.7292,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,2,0.20834380497612465,0,0,12.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0.4470972606182458,1,2,120.0,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True
1,3,0.2586076903744659,0,0,7.7958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.3465694898215632,2,0,7.925,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.2837396330736366,1,0,113.275,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,3,0.2963056044232219,0,2,16.7,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True
0,3,0.2711736617240513,0,0,7.7958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.38426740387031916,0,0,7.8542,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,0.572756974114099,0,0,26.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.2837396330736366,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.3465694898215632,0,0,12.65,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,3,0.4847951746670017,0,0,7.925,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.32143754712239253,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.2586076903744659,1,0,9.825,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,1,0,15.85,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.24604171902488062,0,0,8.6625,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,0.42196531791907516,1,0,21.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.6355868308620256,0,0,7.75,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.032420206081930136,1,1,18.75,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
0,3,0.2586076903744659,0,0,7.775,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,3,1,25.4667,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,6.8583,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,1,0.4093993465694898,1,0,90.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0,2,,0,0,0.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.5476250314149284,0,0,7.925,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,,0,0,8.05,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,2,0.42196531791907516,1,1,32.5,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,2,0.22090977632570996,0,2,13.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,2,0.37170143252073384,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.12038200552902739,0,2,24.15,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.8958,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,0.2586076903744659,0,0,7.7333,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,3,0.35913546117114853,0,0,7.875,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,1,1,14.4,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,0.22090977632570996,1,1,20.2125,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.3465694898215632,1,0,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,2,0.23347574767529528,0,0,26.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,3,0.39683337521990447,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True
1,1,0.3465694898215632,0,0,26.55,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
1,3,,1,0,16.1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,2,0.5224930887157577,1,0,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,0.20834380497612465,0,0,7.125,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6230208595124404,1,0,55.9,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,0.17064589092736868,1,2,120.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
0,3,0.2586076903744659,2,2,34.375,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,2,0.2963056044232219,2,3,18.75,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,1,0.7989444584066349,1,4,263.0,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,2,0.38426740387031916,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.5601910027645137,1,1,26.25,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,0.24604171902488062,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.3088715757728072,1,0,7.775,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.3465694898215632,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,3,,0,0,8.1125,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1,1,0.04498617743151546,0,2,81.8583,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
1,2,0.15807991957778336,0,1,19.5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
1,1,0.42196531791907516,0,0,26.55,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
1,3,0.05755214878110078,2,1,19.2583,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,0.648152802211611,0,0,30.5,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
0,2,0.4470972606182458,1,2,27.75,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,1,0,19.9667,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.37170143252073384,0,0,27.75,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,1,0.610454888162855,1,0,89.1042,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.35913546117114853,0,0,7.8958,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0,1,0.8115104297562201,0,0,26.55,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,,1,0,51.8625,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
1,2,0.6230208595124404,0,0,10.5,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,1,0.5978889168132696,0,0,26.55,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True
0,3,0.42196531791907516,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.5853229454636844,0,0,38.5,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0,2,0.5978889168132696,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4722292033174164,0,0,7.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,,0,0,0.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6984166876099522,0,0,26.55,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.725,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,3,0.004146770545363157,2,1,19.2583,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4722292033174164,0,0,8.6625,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.4093993465694898,1,2,27.75,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,2,0.2837396330736366,0,0,13.7917,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0,3,0.2711736617240513,0,0,9.8375,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,,0,0,52.0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.42196531791907516,1,0,21.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.35913546117114853,1,0,7.0458,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.2711736617240513,0,0,7.5208,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.01985423473234481,0,1,12.2875,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,3,0.10781603417944208,5,2,46.9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2,,0,0,0.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.6230208595124404,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.7863784870570495,0,0,9.5875,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,1,0.3088715757728072,1,0,91.0792,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,3,,3,1,25.4667,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,1,0.43453128926866047,1,0,90.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,1,0.7235486303091229,0,0,29.7,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,3,0.37170143252073384,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.10781603417944208,1,1,15.9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,3,,1,0,19.9667,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.2586076903744659,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6858507162603669,0,0,30.5,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1,0.8869062578537321,0,0,49.5042,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.2586076903744659,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
